PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M2-23001,M2-23001.9000000288,1200000256,9/7/2023,199/D3/IMSS/2023,140001,FGB52TH0775,MOTOR EVAPORATOR AC,10,2,PC,74000000,148000000,0,,74000000,0,2,0,,74000000,0,0,04.09.2023,15.09.2023,11,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB41AA0516,Screw Pan Head Jis B1111,10,18,PC,326412,5875416,0,,326412,0,18,0,,326412,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB41AX0034,Screw Plug,20,6,PC,197550,1185300,0,,197550,0,6,0,,197550,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB42CA08100,BOLT HEX,30,12,PC,181752,2181024,0,,181752,0,12,0,,181752,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB42CA0813,Bolt Hex Jis B 1180,40,4,PC,60584,242336,0,,60584,0,4,0,,60584,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB43KD0601,Nut Hex M6XP1 4T,50,6,PC,3456,20736,0,,3456,0,6,0,,3456,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB44LZ0005,Washer Spring M5 SWH,60,18,PC,8982,161676,0,,8982,0,18,0,,8982,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB44LZ0006,Washer Spring M6 SWH,70,14,PC,11396,159544,0,,11396,0,14,0,,11396,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB46NG0424,Rivet JIS B1213,80,16,PC,93664,1498624,0,,93664,0,16,0,,93664,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51PJ0035L,Tee,90,1,PC,1518559,1518559,0,,1518559,0,1,0,,1518559,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51PO1616,TEE,100,2,PC,560852,1121704,0,,560852,0,2,0,,560852,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51PP0340,PLUG STEEL,110,2,PC,57784,115568,0,,57784,0,2,0,,57784,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51PT2016,TUBE END REDUCER,120,4,PC,2071408,8285632,0,,2071408,0,4,0,,2071408,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51PT2520,TUBE END REDUCER SWIVEL,130,2,PC,866000,1732000,0,,866000,0,2,0,,866000,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QA1616,ELBOW,140,6,PC,2062200,12373200,0,,2062200,0,6,0,,2062200,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QA2020,ELBOW 20S,150,1,PC,403800,403800,0,,403800,0,1,0,,403800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QA2500,ELBOW,160,2,PC,948400,1896800,0,,948400,0,2,0,,948400,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QA2534,MALE ELBOW CONNECTOR,170,4,PC,226800,907200,0,,226800,0,4,0,,226800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF1612,MALE STUD CONNECTOR,180,4,PC,1991600,7966400,0,,1991600,0,4,0,,1991600,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF20025,DISTANCE PIECE ADAPTER ASSY,190,1,PC,540400,540400,0,,540400,0,1,0,,540400,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2017,MALE STUD CONNECTOR,200,2,PC,374600,749200,0,,374600,0,2,0,,374600,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2034,MALE STUD CONNECTOR,210,2,PC,522400,1044800,0,,522400,0,2,0,,522400,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2131,MALE STUD CONNECTOR 12LXR1/4,220,4,PC,396000,1584000,0,,396000,0,4,0,,396000,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2522,MALE STUD CONNECTOR,230,4,PC,2288800,9155200,0,,2288800,0,4,0,,2288800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2534,MALE STUD CONNECTOR,240,1,PC,348800,348800,0,,348800,0,1,0,,348800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF2535,MALE STUD CONNECTOR,250,8,PC,3519200,28153600,0,,3519200,0,8,0,,3519200,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF3034,MALE STUD CONNECTOR,260,2,PC,1153800,2307600,0,,1153800,0,2,0,,1153800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QF3630,MALE STUD CONNECTOR,270,1,PC,326500,326500,0,,326500,0,1,0,,326500,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QR1616,ADJUSTABLE BRANCH TEE,280,2,PC,2402000,4804000,0,,2402000,0,2,0,,2402000,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QX2016,TEE REDUCER,290,4,PC,2721600,10886400,0,,2721600,0,4,0,,2721600,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51QY2525,Tee,300,2,PC,1683800,3367600,0,,1683800,0,2,0,,1683800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WG1238,FEMALE CONNECTOR,310,2,PC,275000,550000,0,,275000,0,2,0,,275000,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WG1612,FEMALE CONNECTOR,320,2,PC,978600,1957200,0,,978600,0,2,0,,978600,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK1612,SWIVEL REDUCER,330,6,PC,1113600,6681600,0,,1113600,0,6,0,,1113600,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK1616,SWIVEL NUT ELBOW,340,8,PC,2628800,21030400,0,,2628800,0,8,0,,2628800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK2020,SWIVEL NUT ELBOW,350,5,PC,2008500,10042500,0,,2008500,0,5,0,,2008500,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK2525,SWIVEL NUT ELBOW,360,4,PC,2041200,8164800,0,,2041200,0,4,0,,2041200,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK3030,SWIVEL NUT ELBOW,370,1,PC,549800,549800,0,,549800,0,1,0,,549800,0,0,24.10.2023,22.12.2023,59,On Progress
M1-22014,M1-22014.4500010156,1200000266,10/26/2023,4500010156,140000,FGB51WK3530,SWIVEL REDUCER,380,2,PC,1391800,2783600,0,,1391800,0,2,0,,1391800,0,0,24.10.2023,22.12.2023,59,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0083,ABS 083 Jeruk Abu,10,16,PC,2400000,38400000,0,,2400000,0,16,0,,2400000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0016,ABS 016 Jeruk Abu,20,50,PC,1575000,78750000,0,,1575000,0,50,0,,1575000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0063,ABS 063 Jeruk Abu,30,5,PC,996000,4980000,0,,996000,0,5,0,,996000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0064,ABS 064 Jeruk Abu,40,5,PC,1178000,5890000,0,,1178000,0,5,0,,1178000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0073,ABS 073 Jeruk Abu,50,2,PC,1064000,2128000,0,,1064000,0,2,0,,1064000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0074,ABS 074 Jeruk Abu,60,2,PC,1064000,2128000,0,,1064000,0,2,0,,1064000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0075,ABS 075 Jeruk Abu,70,2,PC,760800,1521600,0,,760800,0,2,0,,760800,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0076,ABS 076 Jeruk Abu,80,2,PC,742000,1484000,0,,742000,0,2,0,,742000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0078,ABS 078 Jeruk Abu,90,6,PC,1289400,7736400,0,,1289400,0,6,0,,1289400,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0079,ABS 079 Jeruk Abu,100,15,PC,2071500,31072500,0,,2071500,0,15,0,,2071500,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0080,ABS 080 Jeruk Abu,110,2,PC,440000,880000,0,,440000,0,2,0,,440000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0081,ABS 081 Jeruk Abu,120,5,PC,2360500,11802500,0,,2360500,0,5,0,,2360500,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0058,ABS 058 Jeruk Abu,130,17,PC,4586600,77972200,0,,4586600,0,17,0,,4586600,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0082,ABS 082 Jeruk Abu,140,4,PC,2777600,11110400,0,,2777600,0,4,0,,2777600,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0059A,ABS 059A Jeruk Abu,150,15,PC,2400000,36000000,0,,2400000,0,15,0,,2400000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0088,ABS 088 Jeruk Abu,160,4,PC,1460000,5840000,0,,1460000,0,4,0,,1460000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0090,ABS 090 Jeruk Abu,170,5,PC,1875000,9375000,0,,1875000,0,5,0,,1875000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0093,ABS 093 JERUK ABU,180,4,PC,2979000,11916000,0,,2979000,0,4,0,,2979000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0094,ABS 094 JERUK ABU,190,4,PC,2965000,11860000,0,,2965000,0,4,0,,2965000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0095,ABS 095 JERUK ABU,200,4,PC,809000,3236000,0,,809000,0,4,0,,809000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000316,1200000275,11/20/2023,PON/GMB/1123/00041,20047,FGB566A0096,ABS 096 JERUK ABU,210,4,PC,838000,3352000,0,,838000,0,4,0,,838000,0,0,17.11.2023,29.11.2023,12,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0083,ABS 083 Jeruk Abu,10,56,PC,8400000,470400000,0,,8400000,0,56,0,,8400000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0063,ABS 063 Jeruk Abu,20,8,PC,1593600,12748800,0,,1593600,0,8,0,,1593600,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0064,ABS 064 Jeruk Abu,30,8,PC,1884800,15078400,0,,1884800,0,8,0,,1884800,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0067,ABS 067 Jeruk Abu,40,8,PC,3800000,30400000,0,,3800000,0,8,0,,3800000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0070,ABS 070 JERUK ABU,50,8,PC,2720800,21766400,0,,2720800,0,8,0,,2720800,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0071,ABS 071 JERUK ABU,60,8,PC,2769600,22156800,0,,2769600,0,8,0,,2769600,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0078,ABS 078 Jeruk Abu,70,16,PC,3438400,55014400,0,,3438400,0,16,0,,3438400,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0079,ABS 079 Jeruk Abu,80,24,PC,3314400,79545600,0,,3314400,0,24,0,,3314400,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0080,ABS 080 Jeruk Abu,90,8,PC,1760000,14080000,0,,1760000,0,8,0,,1760000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0081,ABS 081 Jeruk Abu,100,8,PC,3776800,30214400,0,,3776800,0,8,0,,3776800,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0058,ABS 058 Jeruk Abu,110,40,PC,10792000,431680000,0,,10792000,0,40,0,,10792000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0082,ABS 082 Jeruk Abu,120,8,PC,5555200,44441600,0,,5555200,0,8,0,,5555200,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0059A,ABS 059A Jeruk Abu,130,16,PC,2560000,40960000,0,,2560000,0,16,0,,2560000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0059B,ABS 059B Jeruk Abu,140,24,PC,2690400,64569600,0,,2690400,0,24,0,,2690400,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0090,ABS 090 Jeruk Abu,150,8,PC,3000000,24000000,0,,3000000,0,8,0,,3000000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,160,8,PC,4154000,33232000,0,,4154000,0,8,0,,4154000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,170,8,PC,4154000,33232000,0,,4154000,0,8,0,,4154000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0093,ABS 093 JERUK ABU,180,8,PC,5958000,47664000,0,,5958000,0,8,0,,5958000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0094,ABS 094 JERUK ABU,190,8,PC,5930000,47440000,0,,5930000,0,8,0,,5930000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0095,ABS 095 JERUK ABU,200,8,PC,1618000,12944000,0,,1618000,0,8,0,,1618000,0,0,20.11.2023,08.12.2023,18,On Progress
M9-23004,M9-23004.9000000317,1200000276,11/20/2023,PON/GMB/1123/00043,20047,FGB566A0096,ABS 096 JERUK ABU,210,8,PC,1676000,13408000,0,,1676000,0,8,0,,1676000,0,0,20.11.2023,08.12.2023,18,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50CA1104,Floor drain trap,150,594,SET,306159480,1.82E+11,0,,306159480,0,594,0,,306159480,0,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BA00031,Double Seat,290,7164,SET,7164,51322896,0,,7164,0,7164,0,,7164,0,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0123,Pintu ruang kru,890,2,SET,17357480,34714960,0,,17357480,0,2,0,,17357480,0,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50CA1104,Floor drain trap,1140,398,SET,205137160,81644589680,0,,205137160,0,398,0,,205137160,0,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AB1501P01,Side wall interior,1500,4,SET,193748400,774993600,0,,193748400,0,4,0,,193748400,0,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AB1501P06,Endwall P2,1510,4,SET,37197324,148789296,0,,37197324,0,4,0,,37197324,0,0,04.09.2023,30.04.2026,969,On Progress
M9-23004,M9-23004.9000000341,1200000289,2/1/2024,PON/GMB/1123/00078,20047,FGB566A0067,ABS 067 Jeruk Abu,10,5,PC,2375000,11875000,0,,2375000,0,5,0,,2375000,0,0,29.11.2023,11.12.2023,12,On Progress
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGC79VA0003,STOP BLOCK,240,44,PC,24927760,1096821440,0,,24927760,0,44,0,,24927760,0,0,18.10.2023,16.02.2024,121,On Progress
M1-23011,M1-23011.4300004437,1200000292,2/26/2024,4300004437,140000,FGB50DI2013P05,Panel MCCB,320,11,SET,110000000,1210000000,0,,110000000,0,11,0,,110000000,0,0,18.10.2023,16.02.2024,121,On Progress
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11DJ0060E10,STEEL PLATE,10,1,SHT,14296800,14296800,0,,14296800,0,1,0,,14296800,0,0,22.03.2024,30.04.2024,39,On Progress
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0200H16,STEEL PLATE,60,2,SHT,63187200,126374400,0,,63187200,0,2,0,,63187200,0,0,22.03.2024,30.04.2024,39,On Progress
M1-22001,M1-22001.4500010749,1200000300,5/10/2024,4500010749,140000,FGB532U03005,SHORT COUPLER BOX (RIGHT VERSION),10,2,PC,35090000,70180000,0,,35090000,0,2,0,,35090000,0,0,01.04.2024,05.07.2024,95,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DA0804,BOLT HEX (BO) SUS 304,10,10,PC,30000,300000,0,,30000,0,10,0,,30000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DA1005,BOLT HEX SUS 304,20,10,PC,59000,590000,0,,59000,0,10,0,,59000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DA12065,BOLT HEX SUS 304,30,10,PC,139000,1390000,0,,139000,0,10,0,,139000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DA1690,BOLT HEX SUS 304,40,10,PC,270000,2700000,0,,270000,0,10,0,,270000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42EJ12175,BOLT_HEX_M12xP1.75x175_10T,50,10,PC,450000,4500000,0,,450000,0,10,0,,450000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KA0214,NUT (TYPE-2),60,10,PC,46000,460000,0,,46000,0,10,0,,46000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KA0216,NUT (TYPE-2),70,10,PC,62000,620000,0,,62000,0,10,0,,62000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KA0020,NUT HEX GALV.,80,20,PC,180000,3600000,0,,180000,0,20,0,,180000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DC1090,BOLT_HEX_M10XP1.5X90_SUS,90,10,PC,156000,1560000,0,,156000,0,10,0,,156000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DC1655,BOLT_HEX_M16XP2X55_SUS,100,10,PC,190000,1900000,0,,190000,0,10,0,,190000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DC1050,BOLT_HEX_SUS,110,10,PC,59000,590000,0,,59000,0,10,0,,59000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42EA3090,BOLT HEX 8T,120,20,PC,1614000,32280000,0,,1614000,0,20,0,,1614000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42DA14140,BOLT_HEX_JIS B1180,130,10,PC,743000,7430000,0,,743000,0,10,0,,743000,0,0,29.04.2024,28.06.2024,60,On Progress
0,0,1200000301,5/13/2024,4500010853,140000,FGB42CF2012,BOLT HEX + NUT 4T,140,20,PC,610000,12200000,0,,610000,0,20,0,,610000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KA3035,NUT_HEX_M30XP3.5_4T,150,10,PC,639000,6390000,0,,639000,0,10,0,,639000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42CH2015,DYNA BOLT M20 X 150 MM,160,10,PC,362000,3620000,0,,362000,0,10,0,,362000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42FH1615,DYNA BOLT,170,10,PC,173000,1730000,0,,173000,0,10,0,,173000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KD3003,NUT_HEX_M30x3.5_4T,180,20,PC,1840000,36800000,0,,1840000,0,20,0,,1840000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB43KA3003,NUT_HEX_M30x3.5_4T,190,20,PC,1860000,37200000,0,,1860000,0,20,0,,1860000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB41BZ1040,SOCKET HEAD BOLT M 10 X 40,200,10,PC,70000,700000,0,,70000,0,10,0,,70000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42EA3015,BOLT HEX + NUT + SW + PW,210,20,PC,13200000,264000000,0,,13200000,0,20,0,,13200000,0,0,29.04.2024,28.06.2024,60,On Progress
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB41BZ0516,HEXAGON SOCKET HEAD,220,20,PC,174000,3480000,0,,174000,0,20,0,,174000,0,0,29.04.2024,28.06.2024,60,On Progress
